gtdb_species_clade_id,GTDB_species,GTDB_taxonomy,no_genomes,no_core,no_accessory,no_singletons,no_gene_clusters,no_CDSes,mean_intra_species_ANI,ANI_circumscription_radius,domain,phylum,class,order,family,genus,pct_core,pct_accessory,pct_singletons,openness,avg_genes_per_genome,rep_genome,in_tree
s__Geothrix_sp903857495--GB_GCA_903857495.1,s__Geothrix_sp903857495,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix,50,2610,398,260.0,3008,157849,99.99,95.0,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix,86.77,13.23,8.64,0.152,3157.0,GB_GCA_903857495.1,True
s__UBA4882_sp002399265--GB_GCA_002399265.1,s__UBA4882_sp002399265,d__Bacteria;p__Bacillota_G;c__UBA4882;o__UBA4882;f__UBA4882;g__UBA4882,18,1389,5773,3311.0,7162,43723,99.25,95.0,Bacteria,Bacillota_G,UBA4882,UBA4882,UBA4882,UBA4882,19.39,80.61,46.23,4.156,2429.0,GB_GCA_002399265.1,True
s__Prevotella_sp000434975--RS_GCF_019052365.1,s__Prevotella_sp000434975,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,47,1368,9328,5850.0,10696,96917,96.95,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,12.79,87.21,54.69,6.819,2062.0,RS_GCF_019052365.1,True
s__ELB16-189_sp020403045--GB_GCA_020403045.1,s__ELB16-189_sp020403045,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189,14,2896,4012,3146.0,6908,52018,99.95,95.0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,ELB16-189,41.92,58.08,45.54,1.385,3716.0,GB_GCA_020403045.1,True
s__Alloprevotella_sp900541575--GB_GCA_900541575.1,s__Alloprevotella_sp900541575,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella,10,1414,6475,4761.0,7889,25553,98.41,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Alloprevotella,17.92,82.08,60.35,4.579,2555.0,GB_GCA_900541575.1,True
s__UBA10364_sp002387615--GB_GCA_905478295.1,s__UBA10364_sp002387615,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Schleiferiaceae;g__UBA10364,10,1244,2306,1710.0,3550,15212,99.55,95.0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,UBA10364,35.04,64.96,48.17,1.854,1521.0,GB_GCA_905478295.1,True
s__Capnocytophaga_ochracea--RS_GCF_000023285.1,s__Capnocytophaga_ochracea,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga,19,1521,3233,1783.0,4754,43304,96.53,95.0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,31.99,68.01,37.51,2.126,2279.0,RS_GCF_000023285.1,True
s__Riemerella_anatipestifer--RS_GCF_000252855.1,s__Riemerella_anatipestifer,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Riemerella,106,1471,4442,1738.0,5913,222189,97.72,95.0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,24.88,75.12,29.39,3.02,2096.0,RS_GCF_000252855.1,True
s__Prevotella_sp002251365--RS_GCF_002251365.1,s__Prevotella_sp002251365,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,15,1358,6426,4874.0,7784,34228,98.37,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,17.45,82.55,62.62,4.732,2282.0,RS_GCF_002251365.1,True
s__UBA5508_sp002409745--GB_GCA_002409745.1,s__UBA5508_sp002409745,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__UBA5508,12,1811,4754,2958.0,6565,37269,98.78,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,UBA5508,27.59,72.41,45.06,2.625,3106.0,GB_GCA_002409745.1,True
s__Bacteroides_sp002491635--RS_GCF_004793475.1,s__Bacteroides_sp002491635,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,15,2400,4287,2723.0,6687,55519,99.31,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,35.89,64.11,40.72,1.786,3701.0,RS_GCF_004793475.1,True
s__Porphyromonas_gulae--RS_GCF_000378065.1,s__Porphyromonas_gulae,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas,14,1413,3006,1859.0,4419,29097,98.32,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,31.98,68.02,42.07,2.127,2078.0,RS_GCF_000378065.1,True
s__Sodaliphilus_sp900320055--GB_GCA_900320055.1,s__Sodaliphilus_sp900320055,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus,16,1615,2657,1627.0,4272,35807,98.84,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Sodaliphilus,37.8,62.2,38.09,1.645,2238.0,GB_GCA_900320055.1,True
s__Ferruginibacter_sp002381005--GB_GCA_016699815.1,s__Ferruginibacter_sp002381005,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter,20,2082,5764,4636.0,7846,53272,99.75,95.0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,26.54,73.46,59.09,2.768,2664.0,GB_GCA_016699815.1,True
s__XYB12-FULL-38-5_sp001803165--GB_GCA_001803165.1,s__XYB12-FULL-38-5_sp001803165,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__XYB12-FULL-38-5,11,2547,3486,2321.0,6033,40260,98.45,95.0,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,XYB12-FULL-38-5,42.22,57.78,38.47,1.369,3660.0,GB_GCA_001803165.1,True
s__UBA1402_sp002305085--GB_GCA_002305085.1,s__UBA1402_sp002305085,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402;g__UBA1402,12,1157,3731,2672.0,4888,21856,97.51,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1402,UBA1402,23.67,76.33,54.66,3.225,1821.0,GB_GCA_002305085.1,True
s__Alloprevotella_timonensis--RS_GCF_900106785.1,s__Alloprevotella_timonensis,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella,37,1527,8699,5468.0,10226,83108,96.99,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Alloprevotella,14.93,85.07,53.47,5.697,2246.0,RS_GCF_900106785.1,True
s__UBA1711_sp900318175--GB_GCA_900318175.1,s__UBA1711_sp900318175,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA1711,10,1468,2825,1783.0,4293,22475,98.21,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,P3,UBA1711,34.2,65.8,41.53,1.924,2248.0,GB_GCA_900318175.1,True
s__Prevotella_sp900548195--GB_GCA_900548195.1,s__Prevotella_sp900548195,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,25,1397,6958,5053.0,8355,52847,96.77,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,16.72,83.28,60.48,4.981,2114.0,GB_GCA_900548195.1,True
s__UBA4372_sp900766785--GB_GCA_900766785.1,s__UBA4372_sp900766785,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372,20,1358,4038,2887.0,5396,38049,97.86,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,UBA4372,25.17,74.83,53.5,2.973,1902.0,GB_GCA_900766785.1,True
s__Sediminibacterium_sp020403455--GB_GCA_020403455.1,s__Sediminibacterium_sp020403455,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium,17,1744,6423,4584.0,8167,44344,98.43,95.0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,21.35,78.65,56.13,3.683,2608.0,GB_GCA_020403455.1,True
s__UBA4334_sp902801475--GB_GCA_902801475.1,s__UBA4334_sp902801475,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4334,15,1587,5329,3760.0,6916,37624,97.71,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,UBA4334,22.95,77.05,54.37,3.358,2508.0,GB_GCA_902801475.1,True
s__Flavipsychrobacter_sp903877645--GB_GCA_903877645.1,s__Flavipsychrobacter_sp903877645,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavipsychrobacter,10,2556,3529,2397.0,6085,36499,99.6,95.0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavipsychrobacter,42.0,58.0,39.39,1.381,3650.0,GB_GCA_903877645.1,True
s__Cryptobacteroides_sp900546445--GB_GCA_900546445.1,s__Cryptobacteroides_sp900546445,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides,12,1075,2269,1681.0,3344,17879,97.1,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,32.15,67.85,50.27,2.111,1490.0,GB_GCA_900546445.1,True
s__Prevotella_sp900556795--GB_GCA_900556795.1,s__Prevotella_sp900556795,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,15,1114,8442,5405.0,9556,38881,96.07,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,11.66,88.34,56.56,7.578,2592.0,GB_GCA_900556795.1,True
s__MWFE01_sp002071445--GB_GCA_002071445.1,s__MWFE01_sp002071445,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tenuifilaceae;g__MWFE01,10,2019,2784,2306.0,4803,25815,99.91,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tenuifilaceae,MWFE01,42.04,57.96,48.01,1.379,2582.0,GB_GCA_002071445.1,True
s__Prevotella_sp003447235--GB_GCA_003447235.1,s__Prevotella_sp003447235,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,35,1448,8151,5775.0,9599,72776,97.83,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,15.08,84.92,60.16,5.629,2079.0,GB_GCA_003447235.1,True
s__Bacteroides_nordii--GB_GCA_000613465.1,s__Bacteroides_nordii,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,22,2476,8873,5931.0,11349,91894,98.27,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,21.82,78.18,52.26,3.584,4177.0,GB_GCA_000613465.1,True
s__UBA1217_sp902788805--GB_GCA_902788805.1,s__UBA1217_sp902788805,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA1217,25,1471,5649,3933.0,7120,51747,97.59,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,P3,UBA1217,20.66,79.34,55.24,3.84,2070.0,GB_GCA_902788805.1,True
s__Prevotella_sp900543975--GB_GCA_900543975.1,s__Prevotella_sp900543975,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,23,1441,5887,3979.0,7328,49371,97.49,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,19.66,80.34,54.3,4.085,2147.0,GB_GCA_900543975.1,True
s__Cryptobacteroides_sp900321655--GB_GCA_900321655.1,s__Cryptobacteroides_sp900321655,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides,11,1258,3119,2284.0,4377,21220,98.46,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,28.74,71.26,52.18,2.479,1929.0,GB_GCA_900321655.1,True
s__CAIVAT01_sp903945175--GB_GCA_903945175.1,s__CAIVAT01_sp903945175,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__CAIVAT01,13,2232,5635,3296.0,7867,49001,99.77,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,FEN-979,CAIVAT01,28.37,71.63,41.9,2.525,3769.0,GB_GCA_903945175.1,True
s__CAINVV01_sp903854235--GB_GCA_903854235.1,s__CAINVV01_sp903854235,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__CAINVV01,35,2271,10528,6969.0,12799,118629,99.66,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,CAINVV01,17.74,82.26,54.45,4.636,3389.0,GB_GCA_903854235.1,True
s__Prevotella_lacticifex--RS_GCF_019973375.1,s__Prevotella_lacticifex,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,17,1821,3111,1802.0,4932,49177,99.09,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,36.92,63.08,36.54,1.708,2893.0,RS_GCF_019973375.1,True
s__Balneola_sp002364085--GB_GCA_002364085.1,s__Balneola_sp002364085,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__Balneola,28,2225,3541,2692.0,5766,80911,99.58,95.0,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Balneola,38.59,61.41,46.69,1.591,2890.0,GB_GCA_002364085.1,True
s__Planobacterium_lacus--RS_GCF_003336205.1,s__Planobacterium_lacus,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Planobacterium,11,1497,3732,2953.0,5229,21861,97.97,95.0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Planobacterium,28.63,71.37,56.47,2.493,1987.0,RS_GCF_003336205.1,True
s__GCA-002708315_sp018661505--GB_GCA_018661505.1,s__GCA-002708315_sp018661505,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__GCA-002708315,17,1712,1687,1263.0,3399,36676,99.93,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,GCA-002708315,50.37,49.63,37.16,0.985,2157.0,GB_GCA_018661505.1,True
s__Chlorobium_sp005843825--GB_GCA_005843825.1,s__Chlorobium_sp005843825,d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium,50,1306,9266,4416.0,10572,110496,98.19,95.0,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,12.35,87.65,41.77,7.095,2210.0,GB_GCA_005843825.1,True
s__Barnesiella_intestinihominis--RS_GCF_000296465.1,s__Barnesiella_intestinihominis,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella,58,1865,9144,6286.0,11009,151521,98.45,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,16.94,83.06,57.1,4.903,2612.0,RS_GCF_000296465.1,True
s__Phocaeicola_plebeius_A--RS_GCF_003437535.1,s__Phocaeicola_plebeius_A,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,54,1738,13499,8287.0,15237,162728,97.24,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,11.41,88.59,54.39,7.767,3013.0,RS_GCF_003437535.1,True
s__Cryptobacteroides_sp002451795--GB_GCA_002451795.1,s__Cryptobacteroides_sp002451795,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides,11,1191,2090,1742.0,3281,16658,99.56,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,36.3,63.7,53.09,1.755,1514.0,GB_GCA_002451795.1,True
s__Paraprevotella_clara--RS_GCF_000233955.1,s__Paraprevotella_clara,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella,11,1933,5243,3743.0,7176,34900,97.61,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Paraprevotella,26.94,73.06,52.16,2.712,3173.0,RS_GCF_000233955.1,True
s__UBA4334_sp900316975--GB_GCA_900316975.1,s__UBA4334_sp900316975,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4334,22,1493,6888,4225.0,8381,53614,97.68,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,UBA4334,17.81,82.19,50.41,4.614,2437.0,GB_GCA_900316975.1,True
s__Prevotella_ruminicola--RS_GCF_000025925.1,s__Prevotella_ruminicola,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,16,1663,4366,2543.0,6029,42979,97.89,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,27.58,72.42,42.18,2.625,2686.0,RS_GCF_000025925.1,True
s__Euzebyella_marina--RS_GCF_014855515.1,s__Euzebyella_marina,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Euzebyella,11,2626,2402,1392.0,5028,41539,97.46,95.0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Euzebyella,52.23,47.77,27.68,0.915,3776.0,RS_GCF_014855515.1,True
s__Paramuribaculum_intestinale--RS_GCF_003024925.1,s__Paramuribaculum_intestinale,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum,17,1452,4508,2879.0,5960,34713,99.07,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,24.36,75.64,48.31,3.105,2042.0,RS_GCF_003024925.1,True
s__OLB9_sp016715245--GB_GCA_016715245.1,s__OLB9_sp016715245,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9,11,2289,11819,9401.0,14108,43361,99.11,95.0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,OLB9,16.22,83.78,66.64,5.163,3942.0,GB_GCA_016715245.1,True
s__Prevotella_sp900314995--GB_GCA_900314995.1,s__Prevotella_sp900314995,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,10,1663,6117,4274.0,7780,31194,97.11,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,21.38,78.62,54.94,3.678,3119.0,GB_GCA_900314995.1,True
s__Phocaeicola_plebeius--RS_GCF_000187895.1,s__Phocaeicola_plebeius,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,13,1805,7011,4868.0,8816,42343,97.11,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,20.47,79.53,55.22,3.884,3257.0,RS_GCF_000187895.1,True
s__Phocaeicola_dorei--RS_GCF_013009555.1,s__Phocaeicola_dorei,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,135,2521,19764,10925.0,22285,608725,99.05,95.359,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,11.31,88.69,49.02,7.84,4509.0,RS_GCF_013009555.1,True
s__Capnocytophaga_canis--RS_GCF_000827555.1,s__Capnocytophaga_canis,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga,11,1551,2513,1328.0,4064,25676,98.2,95.0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,38.16,61.84,32.68,1.62,2334.0,RS_GCF_000827555.1,True
s__Bacteroides_clarus--RS_GCF_900129655.1,s__Bacteroides_clarus,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,24,1998,5669,3037.0,7667,76125,98.73,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,26.06,73.94,39.61,2.837,3172.0,RS_GCF_900129655.1,True
s__Sodaliphilus_pleomorphus--RS_GCF_009676955.1,s__Sodaliphilus_pleomorphus,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus,21,1472,4602,2742.0,6074,45802,98.45,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Sodaliphilus,24.23,75.77,45.14,3.126,2181.0,RS_GCF_009676955.1,True
s__Prevotella_sp002409785--GB_GCA_002409785.1,s__Prevotella_sp002409785,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,31,1496,4064,2341.0,5560,66752,99.32,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,26.91,73.09,42.1,2.717,2153.0,GB_GCA_002409785.1,True
s__Sodaliphilus_sp004557565--GB_GCA_004557565.1,s__Sodaliphilus_sp004557565,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus,52,1532,12808,8957.0,14340,114724,97.64,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Sodaliphilus,10.68,89.32,62.46,8.36,2206.0,GB_GCA_004557565.1,True
s__Chlorobium_sp903940125--GB_GCA_903940125.1,s__Chlorobium_sp903940125,d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium,14,1557,6692,4500.0,8249,38890,98.5,95.0,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,18.88,81.12,54.55,4.298,2778.0,GB_GCA_903940125.1,True
s__Zunongwangia_profunda--RS_GCF_000023465.1,s__Zunongwangia_profunda,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zunongwangia,13,2284,6018,3892.0,8302,49128,99.09,95.0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zunongwangia,27.51,72.49,46.88,2.635,3779.0,RS_GCF_000023465.1,True
s__Prevotella_sp900313215--RS_GCF_009495355.1,s__Prevotella_sp900313215,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,60,1389,16560,9853.0,17949,150797,97.27,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,7.74,92.26,54.89,11.922,2513.0,RS_GCF_009495355.1,True
s__Prevotella_sp004556065--GB_GCA_021531755.1,s__Prevotella_sp004556065,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,21,1216,5899,4045.0,7115,41828,98.08,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,17.09,82.91,56.85,4.851,1992.0,GB_GCA_021531755.1,True
s__Prevotella_sp900314755--GB_GCA_900314755.1,s__Prevotella_sp900314755,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,15,1565,4974,3313.0,6539,35552,98.08,95.0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,23.93,76.07,50.67,3.178,2370.0,GB_GCA_900314755.1,True
s__Aequorivita_sp002364215--GB_GCA_002364215.1,s__Aequorivita_sp002364215,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita,13,2329,2998,2413.0,5327,38927,99.59,95.0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aequorivita,43.72,56.28,45.3,1.287,2994.0,GB_GCA_002364215.1,True
s__UBA6502_sp002436415--GB_GCA_002436415.1,s__UBA6502_sp002436415,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA6502,11,2933,436,293.0,3369,36185,99.99,95.0,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,UBA840,UBA6502,87.06,12.94,8.7,0.149,3290.0,GB_GCA_002436415.1,True
s__CG2-30-70-394_sp001873295--GB_GCA_001873295.1,s__CG2-30-70-394_sp001873295,d__Bacteria;p__CG2-30-70-394;c__CG2-30-70-394;o__CG2-30-70-394;f__CG2-30-70-394;g__CG2-30-70-394,10,1689,1968,1169.0,3657,23625,99.79,95.0,Bacteria,CG2-30-70-394,CG2-30-70-394,CG2-30-70-394,CG2-30-70-394,CG2-30-70-394,46.19,53.81,31.97,1.165,2362.0,GB_GCA_001873295.1,True
s__Campylobacter_sp002139915--RS_GCF_002139915.1,s__Campylobacter_sp002139915,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter,37,1255,2363,833.0,3618,60989,97.9,95.0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,34.69,65.31,23.02,1.883,1648.0,RS_GCF_002139915.1,True
s__Helicobacter_E_bizzozeronii--GB_GCA_000263275.1,s__Helicobacter_E_bizzozeronii,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_E,10,1135,2207,1289.0,3342,18271,96.96,95.0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_E,33.96,66.04,38.57,1.944,1827.0,GB_GCA_000263275.1,True
