gtdb_species_clade_id,GTDB_species,GTDB_taxonomy,no_genomes,no_core,no_accessory,no_singletons,no_gene_clusters,no_CDSes,mean_intra_species_ANI,ANI_circumscription_radius,domain,phylum,class,order,family,genus,pct_core,pct_accessory,pct_singletons,openness,avg_genes_per_genome,rep_genome,in_tree
s__Salinivibrio_proteolyticus--RS_GCF_001996165.1,s__Salinivibrio_proteolyticus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Salinivibrio,11,2230,2879,1687.0,5109,36296,96.18,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Salinivibrio,43.65,56.35,33.02,1.291,3300.0,RS_GCF_001996165.1,True
s__Pseudomonas_E_guariconensis--RS_GCF_900102675.1,s__Pseudomonas_E_guariconensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,20,3242,3593,1431.0,6835,102999,99.11,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,47.43,52.57,20.94,1.108,5150.0,RS_GCF_900102675.1,True
s__Alcaligenes_faecalis--RS_GCF_002443155.1,s__Alcaligenes_faecalis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Alcaligenes,28,2505,3858,2182.0,6363,107316,98.31,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_C,Alcaligenes,39.37,60.63,34.29,1.54,3833.0,RS_GCF_002443155.1,True
s__Burkholderia_territorii--RS_GCF_902833055.1,s__Burkholderia_territorii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia,38,3719,8483,4570.0,12202,235556,98.59,95.1139,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,30.48,69.52,37.45,2.281,6199.0,RS_GCF_902833055.1,True
s__Afipia_broomeae--RS_GCF_000314675.2,s__Afipia_broomeae,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia,12,3058,7025,4745.0,10083,59527,97.93,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,30.33,69.67,47.06,2.297,4961.0,RS_GCF_000314675.2,True
s__Enterobacter_ludwigii--RS_GCF_001750725.1,s__Enterobacter_ludwigii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter,109,3076,16352,9979.0,19428,511319,98.78,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,15.83,84.17,51.36,5.316,4691.0,RS_GCF_001750725.1,True
s__Thioalkalivibrio_sp000377405--RS_GCF_000377405.1,s__Thioalkalivibrio_sp000377405,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio,11,2046,1573,883.0,3619,29683,97.9,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalivibrionaceae,Thioalkalivibrio,56.53,43.47,24.4,0.769,2698.0,RS_GCF_000377405.1,True
s__Sphingomonas_paucimobilis--RS_GCF_000739895.2,s__Sphingomonas_paucimobilis,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas,13,2713,3242,1986.0,5955,51748,99.72,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,45.56,54.44,33.35,1.195,3981.0,RS_GCF_000739895.2,True
s__Pantoea_allii--RS_GCF_002307475.1,s__Pantoea_allii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea,15,2994,3000,1758.0,5994,70620,99.07,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,49.95,50.05,29.33,1.002,4708.0,RS_GCF_002307475.1,True
s__Pseudomonas_E_edaphica--RS_GCF_005863185.1,s__Pseudomonas_E_edaphica,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,20,3849,5560,3930.0,9409,120573,98.71,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,40.91,59.09,41.77,1.445,6029.0,RS_GCF_005863185.1,True
s__Thiodiazotropha_lotti--GB_GCA_001709035.1,s__Thiodiazotropha_lotti,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Thiodiazotropha,11,3197,4274,3165.0,7471,48312,99.26,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiodiazotropha,42.79,57.21,42.36,1.337,4392.0,GB_GCA_001709035.1,True
s__Yersinia_kristensenii--RS_GCF_900460525.1,s__Yersinia_kristensenii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia,25,2791,4581,2322.0,7372,105722,98.24,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yersinia,37.86,62.14,31.5,1.641,4229.0,RS_GCF_900460525.1,True
s__Rhabdaerophilum_sp020253445--GB_GCA_020253445.1,s__Rhabdaerophilum_sp020253445,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhabdaerophilum,24,2201,6056,4542.0,8257,74701,99.24,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhabdaerophilum,26.66,73.34,55.01,2.751,3113.0,GB_GCA_020253445.1,True
s__Roseomonas_B_sp020249775--GB_GCA_020249775.1,s__Roseomonas_B_sp020249775,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Roseomonas_B,16,2524,3068,2347.0,5592,61417,99.63,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas_B,45.14,54.86,41.97,1.216,3839.0,GB_GCA_020249775.1,True
s__HTCC2207_sp002685195--GB_GCA_002685195.1,s__HTCC2207_sp002685195,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207,11,1201,4106,2997.0,5307,22340,97.25,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,22.63,77.37,56.47,3.419,2031.0,GB_GCA_002685195.1,True
s__Rhodoferax_C_sp903845935--GB_GCA_903845935.1,s__Rhodoferax_C_sp903845935,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Rhodoferax_C,22,2571,9071,6367.0,11642,86031,99.58,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Rhodoferax_C,22.08,77.92,54.69,3.528,3910.0,GB_GCA_903845935.1,True
s__Rhizobium_sp900469615--GB_GCA_900469615.1,s__Rhizobium_sp900469615,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,12,3710,4048,2438.0,7758,77656,98.94,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,47.82,52.18,31.43,1.091,6471.0,GB_GCA_900469615.1,True
s__Rhizobium_altiplani--RS_GCF_001542405.1,s__Rhizobium_altiplani,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,19,3186,9477,5475.0,12663,122078,97.38,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,25.16,74.84,43.24,2.975,6425.0,RS_GCF_001542405.1,True
s__Thiomonas_arsenitoxydans--RS_GCF_000253115.1,s__Thiomonas_arsenitoxydans,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Thiomonas,17,2123,5496,3514.0,7619,55930,97.68,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Thiomonas,27.86,72.14,46.12,2.589,3290.0,RS_GCF_000253115.1,True
s__Pseudomonas_E_extremaustralis--RS_GCF_900102035.1,s__Pseudomonas_E_extremaustralis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,11,3551,4063,2422.0,7614,65922,99.18,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,46.64,53.36,31.81,1.144,5993.0,RS_GCF_900102035.1,True
s__CAIKVZ01_sp903909815--GB_GCA_903909815.1,s__CAIKVZ01_sp903909815,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__CAIKVZ01,10,2895,6071,4342.0,8966,46445,99.73,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,CAIKVZ01,32.29,67.71,48.43,2.097,4644.0,GB_GCA_903909815.1,True
s__Rhodanobacter_denitrificans--RS_GCF_000230695.2,s__Rhodanobacter_denitrificans,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter,11,2643,1744,781.0,4387,40050,98.71,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,60.25,39.75,17.8,0.66,3641.0,RS_GCF_000230695.2,True
s__Haemophilus_B_ducreyi--RS_GCF_900109315.1,s__Haemophilus_B_ducreyi,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Haemophilus_B,30,1165,1284,378.0,2449,48990,98.41,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Haemophilus_B,47.57,52.43,15.43,1.102,1633.0,RS_GCF_900109315.1,True
s__Pseudomonas_E_parafulva_B--RS_GCF_002021815.1,s__Pseudomonas_E_parafulva_B,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,22,2941,4807,3157.0,7748,94564,98.79,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,37.96,62.04,40.75,1.634,4298.0,RS_GCF_002021815.1,True
s__Pseudomonas_E_donghuensis--RS_GCF_000259195.1,s__Pseudomonas_E_donghuensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,10,3400,2164,1415.0,5564,51572,99.13,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,61.11,38.89,25.43,0.636,5157.0,RS_GCF_000259195.1,True
s__Vibrio_cholerae--RS_GCF_000621645.1,s__Vibrio_cholerae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio,1538,2625,66420,39473.0,69045,5552045,98.65,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Vibrio,3.8,96.2,57.17,25.303,3610.0,RS_GCF_000621645.1,True
s__Enterobacter_asburiae_D--RS_GCF_024599655.1,s__Enterobacter_asburiae_D,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter,10,2872,2638,1351.0,5510,46100,97.79,96.1113,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,52.12,47.88,24.52,0.919,4610.0,RS_GCF_024599655.1,True
s__Acinetobacter_haemolyticus--RS_GCF_000369065.1,s__Acinetobacter_haemolyticus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,55,2102,7989,4308.0,10091,186204,97.89,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,20.83,79.17,42.69,3.801,3386.0,RS_GCF_000369065.1,True
s__Vibrio_jasicida--RS_GCF_000400365.1,s__Vibrio_jasicida,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio,23,3601,5701,3455.0,9302,123790,97.94,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Vibrio,38.71,61.29,37.14,1.583,5382.0,RS_GCF_000400365.1,True
s__Pseudomonas_E_asiatica--RS_GCF_009932335.1,s__Pseudomonas_E_asiatica,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,82,3278,15086,7984.0,18364,452309,98.33,95.0481,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,17.85,82.15,43.48,4.602,5516.0,RS_GCF_009932335.1,True
s__Roseibium_aggregatum_A--RS_GCF_001999245.1,s__Roseibium_aggregatum_A,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Roseibium,21,3858,4885,2754.0,8743,127262,97.6,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Stappiaceae,Roseibium,44.13,55.87,31.5,1.266,6060.0,RS_GCF_001999245.1,True
s__Agrobacterium_cavarae--RS_GCF_004310285.1,s__Agrobacterium_cavarae,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium,28,2881,4765,1863.0,7646,130503,96.31,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,37.68,62.32,24.37,1.654,4661.0,RS_GCF_004310285.1,True
s__Marinobacter_salarius--GB_GCA_000831005.1,s__Marinobacter_salarius,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter,22,2682,7277,5009.0,9959,90526,97.81,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,26.93,73.07,50.3,2.713,4115.0,GB_GCA_000831005.1,True
s__Shewanella_xiamenensis--RS_GCF_014647135.1,s__Shewanella_xiamenensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Shewanella,37,3010,7810,3841.0,10820,160657,97.62,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Shewanellaceae,Shewanella,27.82,72.18,35.5,2.595,4342.0,RS_GCF_014647135.1,True
s__Pseudomonas_E_simiae--RS_GCF_900111895.1,s__Pseudomonas_E_simiae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,26,3786,4460,2907.0,8246,147349,99.42,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,45.91,54.09,35.25,1.178,5667.0,RS_GCF_900111895.1,True
s__Pseudomonas_aeruginosa--RS_GCF_001457615.1,s__Pseudomonas_aeruginosa,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,6760,4505,149752,65448.0,154257,42071334,99.12,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,2.92,97.08,42.43,33.241,6224.0,RS_GCF_001457615.1,True
s__Ruegeria_arenilitoris--RS_GCF_013032855.1,s__Ruegeria_arenilitoris,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria,32,2779,2138,1280.0,4917,118496,97.27,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,56.52,43.48,26.03,0.769,3703.0,RS_GCF_013032855.1,True
s__Pseudomonas_E_glycinae--RS_GCF_001594225.2,s__Pseudomonas_E_glycinae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,17,3725,3240,1993.0,6965,98161,96.93,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,53.48,46.52,28.61,0.87,5774.0,RS_GCF_001594225.2,True
s__Serratia_B_rubidaea--GB_GCA_901472405.1,s__Serratia_B_rubidaea,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_B,12,2874,2930,1894.0,5804,54618,98.8,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_B,49.52,50.48,32.63,1.019,4552.0,GB_GCA_901472405.1,True
s__Pseudomonas_E_brassicacearum--RS_GCF_008801605.1,s__Pseudomonas_E_brassicacearum,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,28,3775,4963,3117.0,8738,167446,99.15,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,43.2,56.8,35.67,1.315,5980.0,RS_GCF_008801605.1,True
s__Sutterella_wadsworthensis--RS_GCF_003315195.1,s__Sutterella_wadsworthensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella,53,1591,7402,5034.0,8993,125896,98.3,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A,Sutterella,17.69,82.31,55.98,4.652,2375.0,RS_GCF_003315195.1,True
s__Burkholderia_seminalis--RS_GCF_902832885.1,s__Burkholderia_seminalis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia,17,3900,5114,2869.0,9014,119673,98.93,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,43.27,56.73,31.83,1.311,7040.0,RS_GCF_902832885.1,True
s__Pseudomonas_E_tritici--RS_GCF_014268275.3,s__Pseudomonas_E_tritici,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,10,3575,2200,1163.0,5775,57260,99.04,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,61.9,38.1,20.14,0.615,5726.0,RS_GCF_014268275.3,True
s__Duodenibacillus_massiliensis--RS_GCF_900128485.1,s__Duodenibacillus_massiliensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Duodenibacillus,15,1324,2667,1715.0,3991,28770,98.69,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A,Duodenibacillus,33.17,66.83,42.97,2.014,1918.0,RS_GCF_900128485.1,True
s__Idiomarina_abyssalis--RS_GCF_900116625.1,s__Idiomarina_abyssalis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Idiomarina,27,1981,4915,3285.0,6896,67870,97.68,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Alteromonadaceae,Idiomarina,28.73,71.27,47.64,2.481,2514.0,RS_GCF_900116625.1,True
s__Halomonas_litopenaei_A--RS_GCF_017303055.1,s__Halomonas_litopenaei_A,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas,11,2689,1416,544.0,4105,43336,98.37,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,65.51,34.49,13.25,0.527,3940.0,RS_GCF_017303055.1,True
s__Pantoea_septica--RS_GCF_002095575.1,s__Pantoea_septica,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea,19,2646,7369,5327.0,10015,77097,96.91,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,26.42,73.58,53.19,2.785,4058.0,RS_GCF_002095575.1,True
s__Pseudomonas_E_congelans--RS_GCF_900103225.1,s__Pseudomonas_E_congelans,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,13,3310,4255,2871.0,7565,65594,98.61,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,43.75,56.25,37.95,1.285,5046.0,RS_GCF_900103225.1,True
s__Achromobacter_denitrificans--RS_GCF_001571365.1,s__Achromobacter_denitrificans,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Achromobacter,16,3248,5141,3645.0,8389,99694,99.38,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_C,Achromobacter,38.72,61.28,43.45,1.583,6231.0,RS_GCF_001571365.1,True
s__Thalassospira_xiamenensis--RS_GCF_000300235.2,s__Thalassospira_xiamenensis,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Thalassospiraceae;g__Thalassospira,23,2850,6074,4018.0,8924,98556,97.55,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales_A,Thalassospiraceae,Thalassospira,31.94,68.06,45.02,2.131,4285.0,RS_GCF_000300235.2,True
s__UBA9145_sp009844085--GB_GCA_009844085.1,s__UBA9145_sp009844085,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145,13,1967,3179,1888.0,5146,37802,98.17,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,38.22,61.78,36.69,1.616,2908.0,GB_GCA_009844085.1,True
s__Bartonella_henselae--RS_GCF_000046705.1,s__Bartonella_henselae,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella,37,1266,941,304.0,2207,60191,99.56,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,57.36,42.64,13.77,0.743,1627.0,RS_GCF_000046705.1,True
s__Acidovorax_facilis--RS_GCF_023913775.1,s__Acidovorax_facilis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Acidovorax,19,3131,7263,4067.0,10394,95354,96.98,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Acidovorax,30.12,69.88,39.13,2.32,5019.0,RS_GCF_023913775.1,True
s__Burkholderia_stagnalis--RS_GCF_902830275.1,s__Burkholderia_stagnalis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia,112,4149,11566,4411.0,15715,774623,98.76,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,26.4,73.6,28.07,2.788,6916.0,RS_GCF_902830275.1,True
s__Agrobacterium_leguminum--RS_GCF_015704895.1,s__Agrobacterium_leguminum,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium,57,3028,8921,4436.0,11949,299252,96.09,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,25.34,74.66,37.12,2.946,5250.0,RS_GCF_015704895.1,True
s__Limnobacter_sp002954425--RS_GCF_013004065.1,s__Limnobacter_sp002954425,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter,20,2328,5979,4284.0,8307,62717,97.67,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,28.02,71.98,51.57,2.568,3136.0,RS_GCF_013004065.1,True
s__Ralstonia_syzygii--GB_GCA_919592095.1,s__Ralstonia_syzygii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia,18,2879,4941,2434.0,7820,85526,97.88,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,36.82,63.18,31.13,1.716,4751.0,GB_GCA_919592095.1,True
s__Acetobacter_pasteurianus--RS_GCF_000285275.1,s__Acetobacter_pasteurianus,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acetobacter,22,1869,4358,1845.0,6227,68842,97.77,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,30.01,69.99,29.63,2.332,3129.0,RS_GCF_000285275.1,True
s__Mesorhizobium_japonicum--RS_GCF_000009625.1,s__Mesorhizobium_japonicum,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium,21,3976,4131,2035.0,8107,133668,98.35,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,49.04,50.96,25.1,1.039,6365.0,RS_GCF_000009625.1,True
s__Pseudoalteromonas_tetraodonis--RS_GCF_002310835.1,s__Pseudoalteromonas_tetraodonis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Pseudoalteromonas,31,2412,7439,4411.0,9851,113733,97.67,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Alteromonadaceae,Pseudoalteromonas,24.48,75.52,44.78,3.084,3669.0,RS_GCF_002310835.1,True
s__Vibrio_navarrensis--RS_GCF_000764325.1,s__Vibrio_navarrensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio,22,2541,5533,2827.0,8074,87806,98.19,95.3805,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Vibrio,31.47,68.53,35.01,2.177,3991.0,RS_GCF_000764325.1,True
